InTemp,InHumid,DoorState,Power,TIME,Temp_outside,Pi_consmp,GES(inKWh),Power_final,Power_Source,Power_Used
12.8,81.6,CLOSED,ON,22:15:00,21.11,4.813477738,0.0,3.7736111110833335,Grid,3.7736111110833335
12.7,79.6,CLOSED,ON,22:16:00,21.11,4.756242568,0.0,3.933333333333333,Grid,3.933333333333333
12.9,93.8,CLOSED,ON,22:24:00,20.0,5.633802817,0.0,3.7083333335833335,Grid,3.7083333335833335
12.9,92.2,CLOSED,ON,22:25:00,20.0,5.633802817,0.0,3.9166666665,Grid,3.9166666665
12.9,91.1,CLOSED,ON,22:26:00,20.0,5.633802817,0.0,3.931944444166666,Grid,3.931944444166666
12.8,85.3,CLOSED,ON,22:32:00,20.0,5.555555556,0.0,3.806944444583333,Grid,3.806944444583333
12.9,82.7,CLOSED,ON,22:33:00,20.0,5.633802817,0.0,3.734722222,Grid,3.734722222
12.8,80.5,CLOSED,ON,22:34:00,20.0,5.555555556,0.0,3.81249999975,Grid,3.81249999975
12.7,81.2,CLOSED,ON,22:40:00,20.0,5.479452055,0.0,3.676388888833333,Grid,3.676388888833333
12.7,81.7,CLOSED,ON,22:41:00,20.0,5.479452055,0.0,3.8625000000833336,Grid,3.8625000000833336
12.7,82.8,CLOSED,ON,22:42:00,20.0,5.479452055,0.0,3.818055555416667,Grid,3.818055555416667
12.8,86.6,CLOSED,ON,22:47:00,20.0,5.555555556,0.0,3.7319444445,Grid,3.7319444445
12.8,87.2,CLOSED,ON,22:48:00,20.0,5.555555556,0.0,3.7458333335,Grid,3.7458333335
12.7,87.2,CLOSED,ON,22:49:00,20.0,5.479452055,0.0,3.9166666665,Grid,3.9166666665
12.7,78.2,CLOSED,ON,22:54:00,20.0,5.479452055,0.0,3.784722222083333,Grid,3.784722222083333
12.6,77.0,CLOSED,ON,22:55:00,20.0,5.405405405,0.0,3.76666666675,Grid,3.76666666675
12.6,77.0,CLOSED,ON,22:56:00,20.0,5.405405405,0.0,3.641666666583333,Grid,3.641666666583333
12.6,82.0,CLOSED,ON,23:01:00,20.0,5.405405405,0.0,6.870833334416667,Grid,6.870833334416667
12.6,83.2,CLOSED,ON,23:02:00,20.0,5.405405405,0.0,3.78472222225,Grid,3.78472222225
12.6,83.8,CLOSED,ON,23:03:00,20.0,5.405405405,0.0,3.6694444445,Grid,3.6694444445
12.7,86.9,CLOSED,ON,23:09:00,20.0,5.479452055,0.0,3.805555555416667,Grid,3.805555555416667
12.7,85.2,CLOSED,ON,23:10:00,20.0,5.479452055,0.0,3.895833333416667,Grid,3.895833333416667
12.7,82.6,CLOSED,ON,23:11:00,20.0,5.479452055,0.0,3.8930555550833335,Grid,3.8930555550833335
13.3,99.9,CLOSED,ON,23:20:00,20.0,5.970149254,0.0,3.6930555555,Grid,3.6930555555
13.1,99.9,CLOSED,ON,23:21:00,20.0,5.797101449,0.0,3.815277777583333,Grid,3.815277777583333
13.1,98.4,CLOSED,ON,23:22:00,20.0,5.797101449,0.0,3.8555555556666663,Grid,3.8555555556666663
12.9,91.8,CLOSED,ON,23:28:00,20.0,5.633802817,0.0,3.9833333335,Grid,3.9833333335
12.9,90.3,CLOSED,ON,23:29:00,20.0,5.633802817,0.0,3.729166667,Grid,3.729166667
12.8,86.7,CLOSED,ON,23:30:00,20.0,5.555555556,0.0,3.88055555575,Grid,3.88055555575
12.8,82.7,CLOSED,ON,23:36:00,20.0,5.555555556,0.0,3.736111111,Grid,3.736111111
12.7,83.4,CLOSED,ON,23:37:00,20.0,5.479452055,0.0,3.738888888833333,Grid,3.738888888833333
12.7,84.2,CLOSED,ON,23:38:00,20.0,5.479452055,0.0,3.8055555556666665,Grid,3.8055555556666665
12.8,87.6,CLOSED,ON,23:43:00,20.0,5.555555556,0.0,4.944444445,Grid,4.944444445
12.8,88.2,CLOSED,ON,23:44:00,20.0,5.555555556,0.0,3.6583333335,Grid,3.6583333335
12.8,88.3,CLOSED,ON,23:45:00,20.0,5.555555556,0.0,3.86666666675,Grid,3.86666666675
12.7,82.3,CLOSED,ON,23:57:00,18.89,6.462035541,0.0,3.801388889083333,Grid,3.801388889083333
12.6,83.5,CLOSED,ON,23:58:00,18.89,6.359300477,0.0,3.9875,Grid,3.9875
12.6,84.2,CLOSED,ON,23:59:00,18.89,6.359300477,0.0,3.937500000083333,Grid,3.937500000083333
